"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Crunch (Machine)",,"",0,"warmup",97,12,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Crunch (Machine)",,"",1,"normal",104,11,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Crunch (Machine)",,"",2,"normal",104,9,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Chest Fly (Machine)",,"",0,"warmup",59.1,12,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Chest Fly (Machine)",,"",1,"warmup",79.5,5,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Chest Fly (Machine)",,"",2,"warmup",100,2,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Chest Fly (Machine)",,"",3,"normal",100,7,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Chest Fly (Machine)",,"",4,"normal",93.5,6,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Incline Bench Press (Dumbbell)",,"",0,"warmup",60,5,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Incline Bench Press (Dumbbell)",,"",1,"warmup",68,3,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Incline Bench Press (Dumbbell)",,"",2,"normal",72,9,,,9.5
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Chest Dip",,"",0,"normal",,10,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Chest Dip",,"",1,"failure",,11,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Single Arm Lateral Raise (Cable)",,"",0,"warmup",6.8,5,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Single Arm Lateral Raise (Cable)",,"",1,"failure",9.1,8,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Single Arm Lateral Raise (Cable)",,"",2,"failure",6.8,12,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Triceps Pushdown",,"",0,"warmup",34,3,,,
"Chest🐓","14 de mai. de 2026, 15:19","14 de mai. de 2026, 16:36","","Triceps Pushdown",,"",1,"failure",35,7,,,
"cardio","12 de mai. de 2026, 18:15","12 de mai. de 2026, 19:27","","Cycling",,"",0,"normal",,,15.58,4320,
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","Lat Pulldown (Cable)",,"",0,"warmup",52.3,10,,,
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","Lat Pulldown (Cable)",,"",1,"warmup",72,5,,,
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","Lat Pulldown (Cable)",,"",2,"warmup",86.4,3,,,
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","Lat Pulldown (Cable)",,"",3,"normal",86.4,12,,,10
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","Lat Pulldown (Cable)",,"",4,"normal",86.4,8,,,
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","Bent Over Row (Barbell)",,"",0,"warmup",60,6,,,
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","Bent Over Row (Barbell)",,"",1,"warmup",90,3,,,
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","Bent Over Row (Barbell)",,"",2,"normal",95,9,,,10
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","Rear Delt Reverse Fly (Machine)",,"",0,"warmup",68.5,3,,,
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",68.5,12,,,
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",68.5,12,,,
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","Lateral Raise (Dumbbell)",,"",0,"warmup",28,5,,,
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","Lateral Raise (Dumbbell)",,"",1,"failure",28,8,,,10
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","Lateral Raise (Dumbbell)",,"",2,"normal",24,10,,,
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","rosca scott unilateral de pirraia",,"",0,"warmup",14,5,,,
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","rosca scott unilateral de pirraia",,"",1,"normal",16,7,,,
"Back🦍","12 de mai. de 2026, 16:38","12 de mai. de 2026, 18:00","","rosca scott unilateral de pirraia",,"",2,"normal",12,10,,,
"cardio🪜","11 de mai. de 2026, 17:12","11 de mai. de 2026, 17:49","","Stair Machine (Steps)",,"",0,"normal",,,,2160,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Crunch (Machine)",,"",0,"warmup",57,12,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Crunch (Machine)",,"",1,"warmup",77,5,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Crunch (Machine)",,"",2,"warmup",104,3,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Crunch (Machine)",,"",3,"normal",104,10,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Calf Extension (Machine)",,"",0,"warmup",131.8,12,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Calf Extension (Machine)",,"",1,"normal",159.1,12,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Calf Extension (Machine)",,"",2,"normal",178,12,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Squat (Barbell)",,"",0,"warmup",60,8,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Squat (Barbell)",,"",1,"warmup",100,4,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Squat (Barbell)",,"",2,"warmup",115,2,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Squat (Barbell)",,"",3,"normal",115,8,,,10
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Leg Extension (Machine)",,"",0,"warmup",77,6,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Leg Extension (Machine)",,"",1,"warmup",104,3,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Single Leg Extensions",,"",0,"normal",50,10,,,10
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Single Leg Extensions",,"",1,"normal",50,8,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Seated Leg Curl (Machine)",,"",0,"warmup",70,6,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Seated Leg Curl (Machine)",,"",1,"warmup",97,3,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Seated Leg Curl (Machine)",,"",2,"normal",97,11,,,10
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Seated Leg Curl (Machine)",,"",3,"normal",97,8,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Hip Adduction (Machine)",,"",0,"warmup",50,6,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Hip Adduction (Machine)",,"",1,"warmup",63,3,,,
"Quads🐎","11 de mai. de 2026, 15:00","11 de mai. de 2026, 16:40","","Hip Adduction (Machine)",,"",2,"normal",63,7,,,
"Cardio","8 de mai. de 2026, 21:06","8 de mai. de 2026, 21:42","Cardio esperando guego💀","Cycling",,"",0,"normal",,,8.46,2160,
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Deadlift (Barbell)",,"",0,"warmup",60,8,,,
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Deadlift (Barbell)",,"",1,"warmup",100,4,,,
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Deadlift (Barbell)",,"",2,"normal",130,2,,,
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Deadlift (Barbell)",,"",3,"normal",150,1,,,
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Deadlift (Barbell)",,"",4,"normal",170,1,,,
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Deadlift (Barbell)",,"",5,"normal",170,3,,,10
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Hip Thrust (Machine)",,"",0,"warmup",50,8,,,
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Hip Thrust (Machine)",,"",1,"warmup",70,3,,,
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Hip Thrust (Machine)",,"",2,"failure",80,12,,,10
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Seated Leg Curl (Machine)",,"",0,"warmup",63,8,,,
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Seated Leg Curl (Machine)",,"",1,"warmup",90,3,,,
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Seated Leg Curl (Machine)",,"",2,"normal",90,10,,,8
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Seated Leg Curl (Machine)",,"",3,"normal",90,8,,,
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Leg Extension (Machine)",,"",0,"warmup",77,6,,,
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Leg Extension (Machine)",,"",1,"warmup",104,3,,,
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Leg Extension (Machine)",,"",2,"failure",104,10,,,8
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Calf Extension (Machine)",,"",0,"warmup",122.7,12,,,
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Calf Extension (Machine)",,"",1,"normal",159.1,12,,,
"Hamstrings🦘","8 de mai. de 2026, 19:20","8 de mai. de 2026, 21:06","Treino pegado😓","Calf Extension (Machine)",,"",2,"normal",168.2,15,,,10
"cardio","7 de mai. de 2026, 16:38","7 de mai. de 2026, 17:08","","Cycling",,"",0,"normal",,,7,1800,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Crunch (Machine)",,"",0,"warmup",57,12,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Crunch (Machine)",,"",1,"warmup",77,5,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Crunch (Machine)",,"",2,"warmup",104,3,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Crunch (Machine)",,"",3,"normal",104,8,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Chest Fly (Machine)",,"",0,"warmup",59.1,10,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Chest Fly (Machine)",,"",1,"warmup",79.5,5,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Chest Fly (Machine)",,"",2,"warmup",100,2,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Chest Fly (Machine)",,"",3,"normal",100,8,,,10
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Chest Fly (Machine)",,"",4,"normal",93.5,6,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Incline Bench Press (Dumbbell)",,"",0,"warmup",60,5,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Incline Bench Press (Dumbbell)",,"",1,"warmup",68,3,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Incline Bench Press (Dumbbell)",,"",2,"normal",68,9,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Chest Dip",,"",0,"normal",,10,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Chest Dip",,"",1,"failure",,10,,,10
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Single Arm Lateral Raise (Cable)",,"",0,"warmup",7.5,3,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Single Arm Lateral Raise (Cable)",,"",1,"failure",7.5,8,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Single Arm Lateral Raise (Cable)",,"",2,"failure",5,11,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Triceps Pushdown",,"",0,"warmup",32.5,3,,,
"Chest🐓","7 de mai. de 2026, 15:17","7 de mai. de 2026, 16:32","","Triceps Pushdown",,"",1,"failure",35,7,,,
"sem resenha. 😐","5 de mai. de 2026, 16:37","5 de mai. de 2026, 17:14","","Treadmill",,"15 de inclinação",0,"normal",,,3,2160,
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Lat Pulldown (Cable)",,"",0,"warmup",52.3,10,,,
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Lat Pulldown (Cable)",,"",1,"warmup",72,5,,,
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Lat Pulldown (Cable)",,"",2,"warmup",86.4,3,,,
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Lat Pulldown (Cable)",,"",3,"normal",86.4,10,,,10
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Lat Pulldown (Cable)",,"",4,"normal",86.4,8,,,
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Bent Over Row (Barbell)",,"",0,"warmup",60,6,,,
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Bent Over Row (Barbell)",,"",1,"warmup",80,5,,,
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Bent Over Row (Barbell)",,"",2,"warmup",95,3,,,
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Bent Over Row (Barbell)",,"",3,"normal",95,8,,,10
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Rear Delt Reverse Fly (Machine)",,"",0,"warmup",72.7,3,,,
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Rear Delt Reverse Fly (Machine)",,"",1,"normal",72.7,9,,,10
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Rear Delt Reverse Fly (Machine)",,"",2,"normal",65.9,10,,,
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Lateral Raise (Dumbbell)",,"",0,"warmup",20,5,,,
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Lateral Raise (Dumbbell)",,"",1,"warmup",24,5,,,
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Lateral Raise (Dumbbell)",,"",2,"failure",28,7,,,
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Preacher Curl (Machine)",,"",0,"warmup",77,3,,,
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Preacher Curl (Machine)",,"",1,"normal",77,6,,,10
"Back🦍","5 de mai. de 2026, 15:04","5 de mai. de 2026, 16:28","Menos aura, mais BF!🍔","Preacher Curl (Machine)",,"",2,"normal",70,5,,,
"Cardio🪜","4 de mai. de 2026, 17:19","4 de mai. de 2026, 17:49","escalando o templo","Stair Machine (Steps)",,"",0,"normal",,,,1800,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Crunch (Machine)",,"",0,"warmup",57,12,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Crunch (Machine)",,"",1,"warmup",90,5,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Crunch (Machine)",,"",2,"normal",104,12,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Crunch (Machine)",,"",3,"normal",104,10,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Calf Extension (Machine)",,"",0,"warmup",122.7,12,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Calf Extension (Machine)",,"",1,"normal",150,12,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Calf Extension (Machine)",,"",2,"normal",150,12,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Squat (Barbell)",,"",0,"warmup",60,8,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Squat (Barbell)",,"",1,"warmup",100,4,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Squat (Barbell)",,"",2,"warmup",115,2,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Squat (Barbell)",,"",3,"failure",115,7,,,10
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Leg Extension (Machine)",,"",0,"warmup",77,8,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Leg Extension (Machine)",,"",1,"warmup",104,3,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Leg Extension (Machine)",,"",2,"normal",104,12,,,10
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Leg Extension (Machine)",,"",3,"failure",104,10,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Seated Leg Curl (Machine)",,"",0,"warmup",70,8,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Seated Leg Curl (Machine)",,"",1,"warmup",90,3,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Seated Leg Curl (Machine)",,"",2,"failure",97,10,,,10
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Seated Leg Curl (Machine)",,"",3,"normal",97,8,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Hip Adduction (Machine)",,"",0,"warmup",50,8,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Hip Adduction (Machine)",,"",1,"warmup",63,3,,,
"Quads🐎","4 de mai. de 2026, 15:14","4 de mai. de 2026, 17:09","","Hip Adduction (Machine)",,"",2,"normal",63,8,,,10
"cardio","2 de mai. de 2026, 16:12","2 de mai. de 2026, 16:42","","Cycling",,"",0,"normal",,,7,1800,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Decline Bench Press (Machine)",,"",0,"warmup",40,12,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Decline Bench Press (Machine)",,"",1,"warmup",60,5,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Decline Bench Press (Machine)",,"",2,"warmup",80,3,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Decline Bench Press (Machine)",,"",3,"normal",80,9,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Decline Bench Press (Machine)",,"",4,"normal",80,8,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Lat Pulldown (Cable)",,"",0,"warmup",52.3,10,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Lat Pulldown (Cable)",,"",1,"warmup",72.7,5,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Lat Pulldown (Cable)",,"",2,"warmup",86.4,3,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Lat Pulldown (Cable)",,"",3,"normal",86.4,10,,,10
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Lat Pulldown (Cable)",,"",4,"normal",86.4,7,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Seated Shoulder Press (Machine)",,"",0,"warmup",84,3,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Seated Shoulder Press (Machine)",,"",1,"failure",90,7,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","remada de gorila",,"",0,"warmup",50,8,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","remada de gorila",,"",1,"normal",63,11,,,10
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Lateral Raise (Dumbbell)",,"",0,"warmup",20,5,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Lateral Raise (Dumbbell)",,"",1,"normal",24,12,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Overhead Triceps Extension (Cable)",,"",0,"warmup",29.5,5,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Overhead Triceps Extension (Cable)",,"",1,"failure",34,10,,,10
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Preacher Curl (Machine)",,"",0,"warmup",70,3,,,
"upper 🌱","2 de mai. de 2026, 14:27","2 de mai. de 2026, 16:08","","Preacher Curl (Machine)",,"",1,"normal",77,6,,,10
"Hamstrings🦘","1 de mai. de 2026, 15:27","1 de mai. de 2026, 17:08","Pov: Recife","Deadlift (Barbell)",,"",0,"warmup",60,8,,,
"Hamstrings🦘","1 de mai. de 2026, 15:27","1 de mai. de 2026, 17:08","Pov: Recife","Deadlift (Barbell)",,"",1,"warmup",100,4,,,
"Hamstrings🦘","1 de mai. de 2026, 15:27","1 de mai. de 2026, 17:08","Pov: Recife","Deadlift (Barbell)",,"",2,"normal",120,2,,,
"Hamstrings🦘","1 de mai. de 2026, 15:27","1 de mai. de 2026, 17:08","Pov: Recife","Deadlift (Barbell)",,"",3,"normal",140,1,,,
"Hamstrings🦘","1 de mai. de 2026, 15:27","1 de mai. de 2026, 17:08","Pov: Recife","Deadlift (Barbell)",,"",4,"normal",160,1,,,
"Hamstrings🦘","1 de mai. de 2026, 15:27","1 de mai. de 2026, 17:08","Pov: Recife","Deadlift (Barbell)",,"",5,"normal",170,4,,,10
"Hamstrings🦘","1 de mai. de 2026, 15:27","1 de mai. de 2026, 17:08","Pov: Recife","Seated Leg Curl (Machine)",,"",0,"warmup",63,8,,,
"Hamstrings🦘","1 de mai. de 2026, 15:27","1 de mai. de 2026, 17:08","Pov: Recife","Seated Leg Curl (Machine)",,"",1,"warmup",97,3,,,
