"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Chest🐓","23 de abr. de 2026, 14:56","23 de abr. de 2026, 16:34","","Incline Bench Press (Dumbbell)",,"",2,"normal",76,8,,,
"Chest🐓","23 de abr. de 2026, 14:56","23 de abr. de 2026, 16:34","","Chest Dip",,"",0,"warmup",,6,,,
"Chest🐓","23 de abr. de 2026, 14:56","23 de abr. de 2026, 16:34","","Chest Dip",,"",1,"normal",,10,,,
"Chest🐓","23 de abr. de 2026, 14:56","23 de abr. de 2026, 16:34","","Chest Dip",,"",2,"normal",,8,,,
"Chest🐓","23 de abr. de 2026, 14:56","23 de abr. de 2026, 16:34","","Single Arm Lateral Raise (Cable)",,"",0,"warmup",7.5,3,,,
"Chest🐓","23 de abr. de 2026, 14:56","23 de abr. de 2026, 16:34","","Single Arm Lateral Raise (Cable)",,"",1,"failure",7.5,8,,,
"Chest🐓","23 de abr. de 2026, 14:56","23 de abr. de 2026, 16:34","","Single Arm Lateral Raise (Cable)",,"",2,"failure",5,10,,,
"Chest🐓","23 de abr. de 2026, 14:56","23 de abr. de 2026, 16:34","","Triceps Pushdown",,"",0,"warmup",32.5,3,,,
"Chest🐓","23 de abr. de 2026, 14:56","23 de abr. de 2026, 16:34","","Triceps Pushdown",,"",1,"failure",35,7,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Crunch (Machine)",,"",0,"warmup",70,6,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Crunch (Machine)",,"",1,"warmup",97,3,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Crunch (Machine)",,"",2,"normal",104,12,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Crunch (Machine)",,"",3,"normal",104,7,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Lat Pulldown (Cable)",,"",0,"warmup",45.5,10,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Lat Pulldown (Cable)",,"",1,"warmup",72,5,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Lat Pulldown (Cable)",,"",2,"warmup",86.4,3,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Lat Pulldown (Cable)",,"",3,"normal",86.4,8,,,10
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Lat Pulldown (Cable)",,"",4,"normal",79.5,8,,,10
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Bent Over Row (Barbell)",,"",0,"warmup",50,12,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Bent Over Row (Barbell)",,"",1,"warmup",70,5,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Bent Over Row (Barbell)",,"",2,"warmup",90,3,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Bent Over Row (Barbell)",,"",3,"normal",95,6,,,10
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Rear Delt Reverse Fly (Machine)",,"",0,"warmup",52.3,8,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Rear Delt Reverse Fly (Machine)",,"",1,"warmup",72.7,3,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",72.7,8,,,10
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Preacher Curl (Machine)",,"",0,"warmup",50,8,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Preacher Curl (Machine)",,"",1,"warmup",70,3,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Preacher Curl (Machine)",,"",2,"normal",70,8,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Preacher Curl (Machine)",,"",3,"normal",63,6,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Seated Shoulder Press (Machine)",,"",0,"warmup",57,8,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Seated Shoulder Press (Machine)",,"",1,"warmup",84,3,,,
"Back🦍","21 de abr. de 2026, 08:56","21 de abr. de 2026, 10:30","","Seated Shoulder Press (Machine)",,"",2,"failure",84,13,,,
"cardio","20 de abr. de 2026, 17:49","20 de abr. de 2026, 18:24","","Cycling",,"",0,"normal",,,8.89,2100,
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Calf Extension (Machine)",,"",0,"warmup",104.5,12,,,
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Calf Extension (Machine)",,"",1,"normal",140.9,12,,,
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Calf Extension (Machine)",,"",2,"normal",150,12,,,
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Calf Extension (Machine)",,"",3,"normal",150,12,,,
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Squat (Barbell)",,"",0,"warmup",60,12,,,
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Squat (Barbell)",,"",1,"warmup",90,5,,,
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Squat (Barbell)",,"",2,"warmup",110,3,,,
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Squat (Barbell)",,"",3,"failure",110,9,,,10
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Leg Extension (Machine)",,"",0,"warmup",77,6,,,
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Leg Extension (Machine)",,"",1,"warmup",97,3,,,
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Leg Extension (Machine)",,"",2,"normal",104,11,,,10
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Leg Extension (Machine)",,"",3,"failure",104,9,,,10
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Seated Leg Curl (Machine)",,"",0,"warmup",70,8,,,
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Seated Leg Curl (Machine)",,"",1,"warmup",90,3,,,
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Seated Leg Curl (Machine)",,"",2,"failure",97,12,,,10
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Seated Leg Curl (Machine)",,"",3,"normal",97,8,,,10
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Hip Adduction (Machine)",,"",0,"warmup",50,8,,,
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Hip Adduction (Machine)",,"",1,"warmup",63,3,,,
"Quads🐎","20 de abr. de 2026, 15:34","20 de abr. de 2026, 17:39","","Hip Adduction (Machine)",,"",2,"normal",63,10,,,10
"cardio","17 de abr. de 2026, 17:26","17 de abr. de 2026, 18:12","""O cagão de Bay Harbor""🔪","Cycling",,"",0,"normal",,,13.47,2700,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Deadlift (Barbell)",,"",0,"warmup",60,8,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Deadlift (Barbell)",,"",1,"warmup",100,4,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Deadlift (Barbell)",,"",2,"warmup",120,3,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Deadlift (Barbell)",,"",3,"warmup",140,2,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Deadlift (Barbell)",,"",4,"warmup",160,1,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Deadlift (Barbell)",,"",5,"normal",170,3,,,10
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Hip Thrust (Machine)",,"",0,"warmup",40,8,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Hip Thrust (Machine)",,"",1,"warmup",80,3,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Hip Thrust (Machine)",,"",2,"failure",85,7,,,10
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Hip Thrust (Machine)",,"",3,"normal",80,7,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Seated Leg Curl (Machine)",,"",0,"warmup",70,8,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Seated Leg Curl (Machine)",,"",1,"warmup",90,3,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Seated Leg Curl (Machine)",,"",2,"failure",97,10,,,10
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Seated Leg Curl (Machine)",,"",3,"normal",90,8,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Leg Extension (Machine)",,"",0,"warmup",70,8,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Leg Extension (Machine)",,"",1,"warmup",90,3,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Leg Extension (Machine)",,"",2,"failure",104,8,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Calf Extension (Machine)",,"",0,"warmup",95.5,12,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Calf Extension (Machine)",,"",1,"normal",140.9,12,,,
"Hamstrings🦘","17 de abr. de 2026, 15:29","17 de abr. de 2026, 17:19","Labubulking","Calf Extension (Machine)",,"",2,"normal",150,12,,,
"cardio","16 de abr. de 2026, 16:30","16 de abr. de 2026, 17:30","","Cycling",,"",0,"normal",,,15.58,3600,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Crunch (Machine)",,"",0,"warmup",50,12,,,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Crunch (Machine)",,"",1,"warmup",77,5,,,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Crunch (Machine)",,"",2,"warmup",97,3,,,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Crunch (Machine)",,"",3,"normal",104,11,,,10
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Crunch (Machine)",,"",4,"normal",104,8,,,10
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Chest Fly (Machine)",,"",0,"warmup",45.5,12,,,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Chest Fly (Machine)",,"",1,"warmup",72.7,5,,,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Chest Fly (Machine)",,"",2,"warmup",100,2,,,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Chest Fly (Machine)",,"",3,"normal",100,8,,,10
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Chest Fly (Machine)",,"",4,"normal",93.5,7,,,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Incline Bench Press (Dumbbell)",,"",0,"warmup",64,5,,,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Incline Bench Press (Dumbbell)",,"",1,"warmup",72,3,,,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Incline Bench Press (Dumbbell)",,"",2,"normal",76,8,,,10
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Seated Dip Machine",,"",0,"warmup",104,3,,,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Seated Dip Machine",,"",1,"failure",104,14,,,10
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Single Arm Lateral Raise (Cable)",,"",0,"warmup",7.5,8,,,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Single Arm Lateral Raise (Cable)",,"",1,"failure",7.5,6,,,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Single Arm Lateral Raise (Cable)",,"",2,"failure",5,10,,,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Triceps Pushdown",,"",0,"warmup",32.5,3,,,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Triceps Pushdown",,"",1,"failure",35,4,,,
"Chest🐓","16 de abr. de 2026, 14:53","16 de abr. de 2026, 16:15","","Triceps Pushdown",,"",2,"failure",32.5,7,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Bent Over Row (Barbell)",,"",0,"warmup",40,12,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Bent Over Row (Barbell)",,"",1,"warmup",60,3,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Bent Over Row (Barbell)",,"",2,"warmup",90,3,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Bent Over Row (Barbell)",,"",3,"normal",90,11,,,10
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Lat Pulldown (Cable)",,"",0,"warmup",45.5,12,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Lat Pulldown (Cable)",,"",1,"warmup",65.9,5,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Lat Pulldown (Cable)",,"",2,"warmup",72.7,3,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Lat Pulldown (Cable)",,"",3,"normal",79.5,11,,,10
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Lat Pulldown (Cable)",,"",4,"normal",79.5,6,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Rear Delt Reverse Fly (Machine)",,"",0,"warmup",40,8,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Rear Delt Reverse Fly (Machine)",,"",1,"warmup",68.2,3,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",68.2,8,,,10
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Rear Delt Reverse Fly (Machine)",,"",3,"normal",59.1,9,,,10
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Preacher Curl (Machine)",,"",0,"warmup",50,12,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Preacher Curl (Machine)",,"",1,"warmup",70,3,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Preacher Curl (Machine)",,"",2,"normal",70,7,,,10
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Preacher Curl (Machine)",,"",3,"normal",63,6,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Crunch (Machine)",,"",0,"warmup",70,8,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Crunch (Machine)",,"",1,"normal",104,10,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Crunch (Machine)",,"",2,"normal",104,8,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Seated Shoulder Press (Machine)",,"",0,"warmup",57,12,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Seated Shoulder Press (Machine)",,"",1,"warmup",84,3,,,
"Back🦍","14 de abr. de 2026, 19:03","14 de abr. de 2026, 20:34","","Seated Shoulder Press (Machine)",,"",2,"failure",77,12,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Bench Press (Barbell)",,"",0,"warmup",50,10,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Bench Press (Barbell)",,"",1,"warmup",60,5,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Bench Press (Barbell)",,"",2,"warmup",90,2,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Bench Press (Barbell)",,"",3,"failure",90,6,,,10
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Seated Cable Row - V Grip (Cable)",,"",0,"warmup",38.8,12,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Seated Cable Row - V Grip (Cable)",,"",1,"warmup",72.7,5,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Seated Cable Row - V Grip (Cable)",,"",2,"warmup",79.5,3,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Seated Cable Row - V Grip (Cable)",,"",3,"failure",79.5,10,,,10
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Seated Cable Row - V Grip (Cable)",,"",4,"normal",72.7,12,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Lateral Raise (Dumbbell)",,"",0,"normal",24,5,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Lateral Raise (Dumbbell)",,"",1,"normal",28,6,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Lateral Raise (Dumbbell)",,"",2,"normal",24,8,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Seated Shoulder Press (Machine)",,"",0,"warmup",57,12,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Seated Shoulder Press (Machine)",,"",1,"warmup",84,3,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Seated Shoulder Press (Machine)",,"",2,"failure",84,8,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","rosca scott unilateral de pirraia",,"",0,"warmup",12,5,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","rosca scott unilateral de pirraia",,"",1,"warmup",16,5,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","rosca scott unilateral de pirraia",,"",2,"normal",16,8,,,10
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Overhead Triceps Extension (Cable)",,"",0,"warmup",22.5,5,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Overhead Triceps Extension (Cable)",,"",1,"warmup",27.5,3,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Overhead Triceps Extension (Cable)",,"",2,"failure",27.5,11,,,10
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Overhead Triceps Extension (Cable)",,"",3,"normal",27.5,6,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Crunch (Machine)",,"",0,"warmup",77,8,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Crunch (Machine)",,"",1,"normal",104,10,,,
"upper🐸","11 de abr. de 2026, 08:12","11 de abr. de 2026, 10:15","resenha da galera","Crunch (Machine)",,"",2,"normal",104,8,,,
"Cardio🚴","10 de abr. de 2026, 16:37","10 de abr. de 2026, 17:07","","Cycling",,"",0,"normal",,,8,1800,
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Deadlift (Barbell)",,"",0,"warmup",60,8,,,
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Deadlift (Barbell)",,"",1,"warmup",100,5,,,
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Deadlift (Barbell)",,"",2,"normal",140,3,,,
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Deadlift (Barbell)",,"",3,"normal",160,1,,,
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Deadlift (Barbell)",,"",4,"normal",165,4,,,10
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Hip Thrust (Machine)",,"",0,"warmup",40,8,,,
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Hip Thrust (Machine)",,"",1,"warmup",60,3,,,
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Hip Thrust (Machine)",,"",2,"failure",80,10,,,10
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Seated Leg Curl (Machine)",,"",0,"warmup",63,12,,,
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Seated Leg Curl (Machine)",,"",1,"warmup",90,3,,,
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Seated Leg Curl (Machine)",,"",2,"normal",97,9,,,10
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Seated Leg Curl (Machine)",,"",3,"normal",90,8,,,
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Leg Extension (Machine)",,"",0,"warmup",63,8,,,
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Leg Extension (Machine)",,"",1,"warmup",97,3,,,
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Leg Extension (Machine)",,"",2,"failure",104,12,,,
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Hip Adduction (Machine)",,"",0,"warmup",50,10,,,
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Hip Adduction (Machine)",,"",1,"normal",63,9,,,10
"Hamstrings🦘","10 de abr. de 2026, 14:49","10 de abr. de 2026, 16:37","Águia voa com águia, pardal voa com pardal! 🤜🏿🤛🏿","Hip Adduction (Machine)",,"",2,"normal",57,9,,,
"Chest🐓","9 de abr. de 2026, 14:42","9 de abr. de 2026, 16:02","""Porquê vocês fazem poucas repetições?""🤔","Crunch (Machine)",,"",0,"warmup",57,12,,,
"Chest🐓","9 de abr. de 2026, 14:42","9 de abr. de 2026, 16:02","""Porquê vocês fazem poucas repetições?""🤔","Crunch (Machine)",,"",1,"warmup",77,5,,,
"Chest🐓","9 de abr. de 2026, 14:42","9 de abr. de 2026, 16:02","""Porquê vocês fazem poucas repetições?""🤔","Crunch (Machine)",,"",2,"warmup",97,3,,,
"Chest🐓","9 de abr. de 2026, 14:42","9 de abr. de 2026, 16:02","""Porquê vocês fazem poucas repetições?""🤔","Crunch (Machine)",,"",3,"normal",104,9,,,
"Chest🐓","9 de abr. de 2026, 14:42","9 de abr. de 2026, 16:02","""Porquê vocês fazem poucas repetições?""🤔","Crunch (Machine)",,"",4,"normal",97,8,,,
"Chest🐓","9 de abr. de 2026, 14:42","9 de abr. de 2026, 16:02","""Porquê vocês fazem poucas repetições?""🤔","Chest Fly (Machine)",,"",0,"warmup",45.5,12,,,
"Chest🐓","9 de abr. de 2026, 14:42","9 de abr. de 2026, 16:02","""Porquê vocês fazem poucas repetições?""🤔","Chest Fly (Machine)",,"",1,"warmup",72.7,5,,,
"Chest🐓","9 de abr. de 2026, 14:42","9 de abr. de 2026, 16:02","""Porquê vocês fazem poucas repetições?""🤔","Chest Fly (Machine)",,"",2,"warmup",100,2,,,
"Chest🐓","9 de abr. de 2026, 14:42","9 de abr. de 2026, 16:02","""Porquê vocês fazem poucas repetições?""🤔","Chest Fly (Machine)",,"",3,"normal",100,7,,,10
"Chest🐓","9 de abr. de 2026, 14:42","9 de abr. de 2026, 16:02","""Porquê vocês fazem poucas repetições?""🤔","Chest Fly (Machine)",,"",4,"normal",93.5,7,,,10
"Chest🐓","9 de abr. de 2026, 14:42","9 de abr. de 2026, 16:02","""Porquê vocês fazem poucas repetições?""🤔","Incline Bench Press (Dumbbell)",,"",0,"warmup",64,3,,,
"Chest🐓","9 de abr. de 2026, 14:42","9 de abr. de 2026, 16:02","""Porquê vocês fazem poucas repetições?""🤔","Incline Bench Press (Dumbbell)",,"",1,"warmup",72,3,,,
"Chest🐓","9 de abr. de 2026, 14:42","9 de abr. de 2026, 16:02","""Porquê vocês fazem poucas repetições?""🤔","Incline Bench Press (Dumbbell)",,"",2,"normal",76,6,,,10
"Chest🐓","9 de abr. de 2026, 14:42","9 de abr. de 2026, 16:02","""Porquê vocês fazem poucas repetições?""🤔","Seated Dip Machine",,"",0,"warmup",97,3,,,
"Chest🐓","9 de abr. de 2026, 14:42","9 de abr. de 2026, 16:02","""Porquê vocês fazem poucas repetições?""🤔","Seated Dip Machine",,"",1,"normal",104,15,,,
